Laboratório,EAN 1,Produto (Dosagem),Classe Terapêutica
Farmace,7898166040434,Farmace-glicose (250 mg / 10 ml),Soluções carbohidratos <10%
Farmace,7898166041486,Farmace-glicose (100 mg / 500 ml),Soluções carbohidratos <10%
Farmace,7898166041424,Farmace-glicose 5% solução isotonica (50 mg / 100 ml),Soluções carbohidratos <10%
Farmace,7898166041448,Farmace-glicose 5% solução isotonica (50 mg / 500 ml),Soluções carbohidratos <10%
Farmace,7898166041431,Farmace-glicose 5% solução isotonica (50 mg / 250 ml),Soluções carbohidratos <10%
Farmarin Industria E Comercio Ltda,7898179363926,Glicose (50 mg / 100 ml),Soluções carbohidratos <10%
Farmarin Industria E Comercio Ltda,7898179363988,Glicose (50 mg / 500 ml),Soluções carbohidratos <10%
Farmarin Industria E Comercio Ltda,7898179365098,Glicose (100 mg / 500 ml),Soluções carbohidratos <10%
Farmarin Industria E Comercio Ltda,7898179365654,Glicose (50 mg / 250 ml),Soluções carbohidratos <10%
Equiplex Indústria,7898007677065,Solucao de glicose (50 mg / 100 ml),Soluções carbohidratos <10%
Equiplex Indústria,7898007677089,Solucao de glicose (50 mg / 500 ml),Soluções carbohidratos <10%
Equiplex Indústria,7898007677096,Solucao de glicose (50 mg / 1000 ml),Soluções carbohidratos <10%
Equiplex Indústria,7898007677195,Solucao de glicose (50 mg / 100 ml),Soluções carbohidratos <10%
Farma Vision Importacao E Exportacao De Medicamentos Ltda,0074468949010,Glicose (50 mg / 500 ml),Soluções carbohidratos <10%
Farma Vision Importacao E Exportacao De Medicamentos Ltda,0074468949065,Glicose (50 mg / 1000 ml),Soluções carbohidratos <10%
Farma Vision Importacao E Exportacao De Medicamentos Ltda,0074468949072,Glicose (100 mg / 500 ml),Soluções carbohidratos <10%
Farma Vision Importacao E Exportacao De Medicamentos Ltda,0074468949089,Glicose (100 mg / 1000 ml),Soluções carbohidratos <10%
Eurofarma,7898919447527,Glicose monoidratada (50 mg / 250 ml),Soluções carbohidratos <10%
Eurofarma,7898919447534,Glicose monoidratada (50 mg / 500 ml),Soluções carbohidratos <10%
Eurofarma,7898919447541,Glicose monoidratada (50 mg / 1000 ml),Soluções carbohidratos <10%
Eurofarma,7898919447718,Glicose monoidratada (50 mg / 250 ml),Soluções carbohidratos <10%
Eurofarma,7898919447725,Glicose monoidratada (50 mg / 500 ml),Soluções carbohidratos <10%
Eurofarma,7898919447732,Glicose monoidratada (50 mg / 1000 ml),Soluções carbohidratos <10%
Equiplex Indústria,7898007677584,Solucao de glicose (50 mg / 250 ml),Soluções carbohidratos <10%
Equiplex Indústria,7898007676709,Agua para injeção (01 ml),Água destilada para injeção
Equiplex Indústria,7898007676716,Agua para injeção (01 ml),Água destilada para injeção
Equiplex Indústria,7898007676723,Agua para injeção (01 ml),Água destilada para injeção
Equiplex Indústria,7898007676730,Agua para injeção (01 ml),Água destilada para injeção
Equiplex Indústria,7898007676747,Agua para injeção (02 ml),Água destilada para injeção
Equiplex Indústria,7898007676754,Agua para injeção (02 ml),Água destilada para injeção
Equiplex Indústria,7898007676761,Agua para injeção (02 ml),Água destilada para injeção
Equiplex Indústria,7898007676778,Agua para injeção (02 ml),Água destilada para injeção
Equiplex Indústria,7898007676648,Agua para injeção (03 ml),Água destilada para injeção
Equiplex Indústria,7898007676914,Agua para injeção (03 ml),Água destilada para injeção
Equiplex Indústria,7898007676518,Agua para injeção (03 ml),Água destilada para injeção
Equiplex Indústria,7898007676662,Agua para injeção (03 ml),Água destilada para injeção
Equiplex Indústria,7898007676785,Agua para injeção (04 ml),Água destilada para injeção
Equiplex Indústria,7898007676792,Agua para injeção (04 ml),Água destilada para injeção
Equiplex Indústria,7898007676808,Agua para injeção (04 ml),Água destilada para injeção
Equiplex Indústria,7898007676815,Agua para injeção (04 ml),Água destilada para injeção
Equiplex Indústria,7898007676921,Agua para injeção (05 ml),Água destilada para injeção
Equiplex Indústria,7898007676938,Agua para injeção (05 ml),Água destilada para injeção
Equiplex Indústria,7898007676532,Agua para injeção (05 ml),Água destilada para injeção
Equiplex Indústria,7898007676822,Agua para injeção (10 ml),Água destilada para injeção
Equiplex Indústria,7898007676839,Agua para injeção (20 ml),Água destilada para injeção
Equiplex Indústria,7898007676846,Agua para injeção (125 ml),Água destilada para injeção
Equiplex Indústria,7898007676853,Agua para injeção (250 ml),Água destilada para injeção
Equiplex Indústria,7898007676860,Agua para injeção (500 ml),Água destilada para injeção
Equiplex Indústria,7898007676877,Agua para injeção (1000 ml),Água destilada para injeção
Fresenius Kabi Brasil Ltda,7897947706675,Água para injeção (100 ml),Água destilada para injeção
Fresenius Kabi Brasil Ltda,7897947706682,Água para injeção (250 ml),Água destilada para injeção
Fresenius Kabi Brasil Ltda,7897947706699,Água para injeção (500 ml),Água destilada para injeção
Eurofarma,7898919447381,Água para injetáveis (250 ml),Água destilada para injeção
Eurofarma,7898919447398,Água para injetáveis (500 ml),Água destilada para injeção
Eurofarma,7898919447404,Água para injetáveis (1000 ml),Água destilada para injeção
Laboratorios B. Braun S/A,7891543000021,Água para injeção b. braun (250 ml),Água destilada para injeção
Laboratorios B. Braun S/A,7891543000038,Água para injeção b. braun (500 ml),Água destilada para injeção
Laboratorios B. Braun S/A,7891543000045,Água para injeção b. braun (1000 ml),Água destilada para injeção
Laboratorios B. Braun S/A,4046963496821,Água para injeção b. braun (100 ml),Água destilada para injeção
Laboratorios B. Braun S/A,4046963496838,Água para injeção b. braun (250 ml),Água destilada para injeção
Laboratorios B. Braun S/A,4046963496852,Água para injeção b. braun (500 ml),Água destilada para injeção
Laboratorios B. Braun S/A,4046963496869,Água para injeção b. braun (1000 ml),Água destilada para injeção
Beker Produtos Farmaco Hospitalares Ltda,7898170783211,Água estéril para injetáveis beker (500 ml),Água destilada para injeção
Beker Produtos Farmaco Hospitalares Ltda,7898170783228,Água estéril para injetáveis beker (1000 ml),Água destilada para injeção
Beker Produtos Farmaco Hospitalares Ltda,7898170787417,Água estéril para injetáveis beker (100 ml),Água destilada para injeção
Beker Produtos Farmaco Hospitalares Ltda,7898170787424,Água estéril para injetáveis beker (250 ml),Água destilada para injeção
Beker Produtos Farmaco Hospitalares Ltda,7898170787431,Água estéril para injetáveis beker (500 ml),Água destilada para injeção
Beker Produtos Farmaco Hospitalares Ltda,7898170787448,Água estéril para injetáveis beker (1000 ml),Água destilada para injeção
Jp Industria,7896137651436,Água para injeção (250 ml),Água destilada para injeção
Jp Industria,7896137651429,Água para injeção (500 ml),Água destilada para injeção
Jp Industria,7896137651412,Água para injeção (1000 ml),Água destilada para injeção
Farmace,7898166041349,Farmace -agua para injeção (1 ml / 100 ml),Água destilada para injeção
Farmace,7898166041356,Farmace -agua para injeção (1 ml / 250 ml),Água destilada para injeção
Farmace,7898166041363,Farmace -agua para injeção (1 ml / 500 ml),Água destilada para injeção
Farmarin Industria E Comercio Ltda,7898179365616,Água para injetáveis (250 ml),Água destilada para injeção
Farmarin Industria E Comercio Ltda,7898179363339,Água para injetavéis (10 ml),Água destilada para injeção
Equiplex Indústria,7898007677034,Agua para injeção (500 ml),Água destilada para injeção
Equiplex Indústria,7898007677447,Agua para injeção (250 ml),Água destilada para injeção
Equiplex Indústria,7898007677010,Agua para injeção (100 ml),Água destilada para injeção
Equiplex Indústria,7898007677041,Agua para injeção (1000 ml),Água destilada para injeção
Equiplex Indústria,7898007679106,Água para injetáveis (20 ml),Água destilada para injeção
Equiplex Indústria,7898007679090,Água para injetáveis (10 ml),Água destilada para injeção
Equiplex Indústria,7898007679083,Água para injetáveis (5 ml),Água destilada para injeção
Farmarin Industria E Comercio Ltda,7898179363728,Água para injetáveis (100 ml),Água destilada para injeção
Farmarin Industria E Comercio Ltda,7898179363780,Água para injetáveis (500 ml),Água destilada para injeção
Fresenius Kabi Brasil Ltda,7897947706705,Água para injeção (1000 ml),Água destilada para injeção
Cristália,7896676436167,Agua para injeçao (250ml),Água destilada para injeção
Cristália,7896676436174,Agua para injeçao (500ml),Água destilada para injeção
Cristália,7896676436181,Agua para injeçao (1000ml),Água destilada para injeção
Halex Istar Industria Farmaceutica Sa,7896727843029,Água para injeção (100 ml),Água destilada para injeção
Halex Istar Industria Farmaceutica Sa,7896727843043,Água para injeção (250 ml),Água destilada para injeção
Halex Istar Industria Farmaceutica Sa,7896727843050,Água para injeção (500 ml),Água destilada para injeção
Halex Istar Industria Farmaceutica Sa,7896727843067,Água para injeção (1000 ml),Água destilada para injeção
Farmace,7898166041370,Farmace -agua para injeção (1 ml / 1000 ml),Água destilada para injeção
Equiplex Indústria,7898007676884,Agua para injeção (250 ml),Água destilada para injeção
Equiplex Indústria,7898007676891,Agua para injeção (500 ml),Água destilada para injeção
Equiplex Indústria,7898007676907,Agua para injeção (50 ml),Água destilada para injeção
Equiplex Indústria,7898007676693,Agua para injeção (5 ml),Água destilada para injeção
Fresenius Kabi Brasil Ltda,7897947708839,Glicose (500 mg / 500 ml),Soluções de carbohidratos >10%
Halex Istar Industria Farmaceutica Sa,7898361700034,Isofarma - solução de glicose (500 mg / 10 ml),Soluções de carbohidratos >10%
Halex Istar Industria Farmaceutica Sa,7898361700027,Isofarma - solução de glicose (250 mg / 10 ml),Soluções de carbohidratos >10%
Halex Istar Industria Farmaceutica Sa,7898361700218,Isofarma - solução de glicose (500 mg / 20 ml),Soluções de carbohidratos >10%
Farmace,7898166040458,Farmace-glicose (500 mg / 10 ml),Soluções de carbohidratos >10%
Equiplex Indústria,7898007676556,Solucao de glicose (250 mg / 10 ml),Soluções de carbohidratos >10%
Equiplex Indústria,7898007676594,Solucao de glicose (500 mg / 10 ml),Soluções de carbohidratos >10%
Fresenius Kabi Brasil Ltda,7897947705807,Omegaven (100 mg / 50 ml),"Emulsôes de gorduras, puras"
Fresenius Kabi Brasil Ltda,7897947708631,Omegaven (100 mg / 50 ml),"Emulsôes de gorduras, puras"
Fresenius Kabi Brasil Ltda,7897947705814,Omegaven (100 mg / 100 ml),"Emulsôes de gorduras, puras"
Fresenius Kabi Brasil Ltda,7897947708624,Omegaven (100 mg / 100 ml),"Emulsôes de gorduras, puras"
Fresenius Kabi Brasil Ltda,7897947701632,Smoflipid 20% (100 ml),"Emulsôes de gorduras, puras"
Fresenius Kabi Brasil Ltda,7897947701656,Smoflipid 20% (500 ml),"Emulsôes de gorduras, puras"
Fresenius Kabi Brasil Ltda,7897947702110,Lipovenos  mct (500 ml),"Emulsôes de gorduras, puras"
Fresenius Kabi Brasil Ltda,7897947704077,Lipovenos  mct (500 ml),"Emulsôes de gorduras, puras"
Laboratorios B. Braun S/A,4030539004312,Lipofundin (100 mg / 100 ml),"Emulsôes de gorduras, puras"
Laboratorios B. Braun S/A,4030539004343,Lipofundin (100 mg / 500 ml),"Emulsôes de gorduras, puras"
Laboratorios B. Braun S/A,4030539069960,Lipidem (100 ml),"Emulsôes de gorduras, puras"
Fresenius Kabi Brasil Ltda,7899498607333,Lipovenos  mct (500 ml),"Emulsôes de gorduras, puras"
Laboratorios B. Braun S/A,4030539070003,Lipidem (500 ml),"Emulsôes de gorduras, puras"
Baxter,7898473026435,Olimel (142 mg / 275 mg / 175 mg / 2000 ml),Associações de emulsões lipídicas
Baxter,7898473026459,Olimel (142 mg / 275 mg / 175 mg / 1000 ml),Associações de emulsões lipídicas
Baxter,7898473026589,Olimel (142 mg / 275 mg / 175 mg / 650 ml),Associações de emulsões lipídicas
Baxter,7898473026442,Olimel (142 mg / 275 mg / 175 mg / 1500 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,4030539223782,Nutriflex lipid (625 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,0403053922410,Nutriflex (1250 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,0403053922402,Nutriflex (1875 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,0403053922406,Nutriflex (1250 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,0403053922404,Nutriflex (625 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,4030539044004,Nutriflex lipid (1875 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,4030539043977,Nutriflex lipid (1250 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,4030539045322,Nutriflex lipid (1875 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,4030539045315,Nutriflex lipid (1250 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607531,Kabiven (1026ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607616,Kabiven (1920 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607555,Kabiven (2053 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947700932,Kabiven (1540 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947700963,Kabiven (2400 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947701144,Smofkabiven (1477 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947700949,Kabiven (1026 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947701236,Kabiven (1440 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947700918,Kabiven (2566 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947700925,Kabiven (2053 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607562,Kabiven (2566 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607609,Kabiven (1440 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,4030539223843,Nutriflex lipid (1875 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,0403053922414,Nutriflex (2500 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,4030539223829,Nutriflex lipid (1250 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,4030539223881,Nutriflex lipid (1875 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,4030539223867,Nutriflex lipid (1250 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,0403053922400,Nutriflex (1250 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,0403053922412,Nutriflex (1875 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,4030539043984,Nutriflex lipid (1875 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,4030539043991,Nutriflex lipid (1250 ml),Associações de emulsões lipídicas
Baxter,7898473026367,Numeta neo (300 ml),Associações de emulsões lipídicas
Baxter,7898473021935,"Olimel (63 mg / 187,5 mg / 150 mg / 1000 ml)",Associações de emulsões lipídicas
Baxter,7898473021973,Olimel (111 mg / 350 mg / 200 mg / 1000 ml),Associações de emulsões lipídicas
Baxter,7898473021980,Olimel (111 mg / 350 mg / 200 mg / 2000 ml),Associações de emulsões lipídicas
Baxter,7898473022192,Olimel (142 mg / 275 mg / 200 mg / 1000 ml),Associações de emulsões lipídicas
Baxter,7898473022208,Olimel (142 mg / 275 mg / 200 mg / 2000 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947701151,Smofkabiven (1970 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947701168,Smofkabiven (2463 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947701137,Smofkabiven (986 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947704190,Smofkabiven (1448 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947704206,Smofkabiven (1904 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947704183,Smofkabiven (1206 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607630,Smofkabiven (986  ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607647,Smofkabiven (1477 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607654,Smofkabiven (1970  ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607678,Smofkabiven (1206 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607685,Smofkabiven (1904 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607692,Smofkabiven (1448 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498608231,Smofkabiven (506 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498608248,Smofkabiven (506 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498608255,Smofkabiven (1012 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498608262,Smofkabiven (1012 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498608279,Smofkabiven (1518 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498608286,Smofkabiven (1518 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498608293,Smofkabiven (2025 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498608316,Smofkabiven (2531 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498608323,Smofkabiven (2531 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607661,Smofkabiven (2463 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947700956,Kabiven (1920 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,4030539099547,Nutriflex lipid (625 ml),Associações de emulsões lipídicas
Laboratorios B. Braun S/A,0403053922408,Nutriflex (1875 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607623,Kabiven (2400 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607548,Kabiven (1540 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947704312,Smofkabiven livre de eletrólitos (986 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947704329,Smofkabiven livre de eletrólitos (1477 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947704336,Smofkabiven livre de eletrólitos (1970 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7897947704343,Smofkabiven livre de eletrólitos (2463 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498608309,Smofkabiven (2025 ml),Associações de emulsões lipídicas
Fresenius Kabi Brasil Ltda,7899498607173,Aminoven (150 mg / 1000 ml),Soluções aminoácidas padrão
Fresenius Kabi Brasil Ltda,7899498607210,Aminoven 10% infant (100 mg / 1000 ml),Soluções aminoácidas padrão
Fresenius Kabi Brasil Ltda,7897947703582,Aminoven 10% infant (100 mg / 1000 ml),Soluções aminoácidas padrão
Fresenius Kabi Brasil Ltda,7897947703629,Aminoven (100 mg / 500 ml),Soluções aminoácidas padrão
Fresenius Kabi Brasil Ltda,7897947703612,Aminoven (100 mg / 1000 ml),Soluções aminoácidas padrão
Fresenius Kabi Brasil Ltda,7897947703827,Aminoven (150 mg / 1000 ml),Soluções aminoácidas padrão
Fresenius Kabi Brasil Ltda,7897947703605,Aminoven 10% infant (100 mg / 100 ml),Soluções aminoácidas padrão
Fresenius Kabi Brasil Ltda,7897947703568,Aminoven 10% infant (100 mg / 250 ml),Soluções aminoácidas padrão
Laboratorios B. Braun S/A,4030539146524,Amixal (1000 ml),Soluções aminoácidas padrão
Laboratorios B. Braun S/A,4030539210010,Amixal (500 ml),Soluções aminoácidas padrão
Laboratorios B. Braun S/A,4030539146524,Amixal (1000 ml),Soluções aminoácidas padrão
Laboratorios B. Braun S/A,4030539210010,Amixal (500 ml),Soluções aminoácidas padrão
Fresenius Kabi Brasil Ltda,7899498607142,Aminoven (100 mg / 500 ml),Soluções aminoácidas padrão
Fresenius Kabi Brasil Ltda,7899498607159,Aminoven (100 mg / 1000 ml),Soluções aminoácidas padrão
Laboratorios B. Braun S/A,4030539078429,Nutriflex plus (1000 ml),Soluções multi-litro
Laboratorios B. Braun S/A,4030539078436,Nutriflex plus (2000 ml),Soluções multi-litro
Fresenius Kabi Brasil Ltda,7897947700079,Nephrotect (250 ml),Soluções aminoácidas para nefropatas
Fresenius Kabi Brasil Ltda,7897947700161,Nephrotect (500 ml),Soluções aminoácidas para nefropatas
Fresenius Kabi Brasil Ltda,7897947706859,Nephrotect (250 ml),Soluções aminoácidas para nefropatas
Fresenius Kabi Brasil Ltda,7897947706866,Nephrotect (500 ml),Soluções aminoácidas para nefropatas
Fresenius Kabi Brasil Ltda,7897947706767,Aminosteril n-hepa 8% (500 ml),Soluções aminoácidas para hepatopatas
Fresenius Kabi Brasil Ltda,7897947706774,Aminosteril n-hepa 8% (500 ml),Soluções aminoácidas para hepatopatas
Baxter,7898008416588,Primene (100 mg / 250 ml),Soluções de aminoácidos pediátricas
Fresenius Kabi Brasil Ltda,7897947700116,Dipeptiven (200 mg / 50 ml),Outras soluções de aminoácidos
Fresenius Kabi Brasil Ltda,7897947700123,Dipeptiven (200 mg / 100 ml),Outras soluções de aminoácidos
Fresenius Kabi Brasil Ltda,7899498600952,Dipeptiven (200 mg / 50 ml),Outras soluções de aminoácidos
Fresenius Kabi Brasil Ltda,7899498600969,Dipeptiven (200 mg / 100 ml),Outras soluções de aminoácidos
Dr. Reddys,8901148260399,Xaglusef (200 mg / 100 ml),Outras soluções de aminoácidos
Fresenius Kabi Brasil Ltda,7897947700970,Ketosteril,Outras soluções de aminoácidos
Fresenius Kabi Brasil Ltda,7897947705159,Ketosteril,Outras soluções de aminoácidos
Copermed Comercial Importadora Ltda,7898764570043,Manitol 20% (200 mg / 250 ml),Soluções para terapia osmótica
Copermed Comercial Importadora Ltda,7898764570050,Manitol 20% (200 mg / 500 ml),Soluções para terapia osmótica
Jp Industria,7896137611836,Bicarbonato de sódio (84 mg / 250 ml),Outras soluções de infusão
Halex Istar Industria Farmaceutica Sa,7896727842152,Istarhes (500 ml),Gomas
Fresenius Kabi Brasil Ltda,7897947708846,Voluven 6% (60 mg / 500 ml),Gomas
Halex Istar Industria Farmaceutica Sa,7896727842039,Plasmin (60 mg / 500ml),Gomas
Laboratorios B. Braun S/A,4030539009393,Gelafundin (40 mg / 500 ml),Soluções gelatinosas
Takeda Pharma,7896641816277,Albumina sérica humana normal (50 ml),Sangue e frações do plasma
Takeda Pharma,7896641816291,Albumina sérica humana normal (50 ml),Sangue e frações do plasma
Grifols Brasil Ltda,8435308347441,"Albumina humana grifols (0,2g / 10ml)",Sangue e frações do plasma
Grifols Brasil Ltda,8435308346697,"Albumina humana grifols (0,2g / 50ml)",Sangue e frações do plasma
Grifols Brasil Ltda,8435308346888,"Albumina humana grifols (0,05g / 100ml)",Sangue e frações do plasma
Grifols Brasil Ltda,8435308347434,"Albumina humana grifols (0,05g / 250ml)",Sangue e frações do plasma
Grifols Brasil Ltda,8435308346987,"Albumina humana grifols (0,05g / 500ml)",Sangue e frações do plasma
Takeda Pharma,7896641816451,Feiba (500 u / 20ml),Sangue e frações do plasma
Takeda Pharma,7896641816475,Feiba (1000 u / 20ml),Sangue e frações do plasma
Takeda Pharma,7896641816482,Feiba (500 u / 20ml),Sangue e frações do plasma
Takeda Pharma,7896641816512,Feiba (1000 u / 20ml),Sangue e frações do plasma
Takeda Pharma,7896641816536,Feiba (2500 u / 50ml),Sangue e frações do plasma
Takeda Pharma,7896641816574,Feiba (2500 u / 50ml),Sangue e frações do plasma
Takeda Pharma,7896641816567,Feiba (500 u / 10ml),Sangue e frações do plasma
Takeda Pharma,7896641816598,Feiba (500 u / 10ml),Sangue e frações do plasma
Takeda Pharma,7896641813474,Feiba (500 u / 05ml),Sangue e frações do plasma
Takeda Pharma,7896641813450,Feiba (1000 u / 10ml),Sangue e frações do plasma
Takeda Pharma,7896641813467,Feiba (2500 u / 25ml),Sangue e frações do plasma
Csl Behring Comércio De,7897499450002,Beribumin (200 mg / 50 ml),Soluções de proteinas >5%
Csl Behring Comércio De,7897499450941,Alburex 20 (200g / 50ml),Soluções de proteinas >5%
Biotest,4036124019525,Albiomin (200 g / 100 ml),Soluções de proteinas >5%
Biotest,4036124019518,Albiomin (200 g / 50 ml),Soluções de proteinas >5%
Blau,7896014649006,Blaubimax (20 % / 50ml),Soluções de proteinas >5%
Blau,7896014648832,Blaubimax (20 % / 50 ml),Soluções de proteinas >5%
Blau,7896014648849,Blaubimax (20 % / 50 ml),Soluções de proteinas >5%
Blau,7896014648856,Blaubimax (20 % / 50 ml),Soluções de proteinas >5%
Blau,7896014641314,Albumax (200mg / 50ml),Soluções de proteinas >5%
Blau,7896014621132,Albumax (200 mg / 50ml),Soluções de proteinas >5%
Blau,7896014621149,Albumax (200 mg / 50 ml),Soluções de proteinas >5%
Blau,7896014621156,Albumax (200 mg / 50 ml),Soluções de proteinas >5%
Octapharma Brasil Ltda,7898961181172,Octalbin (20 % / 50 ml),Soluções de proteinas >5%
Kedrion Brasil Ltda.,7898956093015,"Uman albumin (0,2 g / 50 ml)",Soluções de proteinas >5%
Kedrion Brasil Ltda.,7898956093022,"Uman albumin (0,2 g / 100 ml)",Soluções de proteinas >5%
Asp-Farmacêutica Ltda,7898994945796,Albioplas (200 mg / 50 ml),Soluções de proteinas >5%
Empresa Brasileira De Hemoderivados E Biotecnologia,7898948354162,Albumina humana hemobrás (20 % / 50 ml),Soluções de proteinas >5%
Empresa Brasileira De Hemoderivados E Biotecnologia,7898948354209,Albumina humana hemobrás (20 % / 50 ml),Soluções de proteinas >5%
Hypofarma,7898122913260,Bicarbonato de sódio (84 mg / 250 ml),Soluções electrolíticas (<=20ml)
Farmace,7898166040595,Bicarbonato de sódio - farmace (84 mg / 10 ml),Soluções electrolíticas (<=20ml)
Farmace,7898166040601,Bicarbonato de sódio - farmace (100 mg / 10 ml),Soluções electrolíticas (<=20ml)
Samtec Biotecnologia Limitada,7898415826017,Bicarbonato de sódio (84 mg / 10 ml),Soluções electrolíticas (<=20ml)
Samtec Biotecnologia Limitada,7898415826017,Bicarbonato de sódio (84 mg / 10 ml),Soluções electrolíticas (<=20ml)
Vasconcelos,7898920500297,Cloreto de cálcio 10% (100 mg / 5 ml),Soluções electrolíticas (<=20ml)
Vasconcelos,7898920500303,Cloreto de cálcio 10% (100 mg / 10 ml),Soluções electrolíticas (<=20ml)
Farmace,7898166042124,Fosfato de potássio (10 ml),Soluções electrolíticas (<=20ml)
Fresenius Kabi Brasil Ltda,7897947705173,Glycophos (216 mg / 20 ml),Soluções electrolíticas (<=20ml)
Fresenius Kabi Brasil Ltda,7899498608194,Glycophos (216 mg / 20 ml),Soluções electrolíticas (<=20ml)
Fresenius Kabi Brasil Ltda,7899498608187,Glycophos (216 mg / 20 ml),Soluções electrolíticas (<=20ml)
Vasconcelos,7898920500648,Novophos (216 mg / 20 ml),Soluções electrolíticas (<=20ml)
Vasconcelos,7898920500655,Novophos (216 mg / 20 ml),Soluções electrolíticas (<=20ml)
Vasconcelos,7898920500174,Sulfato de magnésio heptahidratado (100 mg / 10 ml),Soluções electrolíticas (<=20ml)
Vasconcelos,7898920500525,Cloreto de sódio (200 mg / 50 ml),Soluções eletrolíticas (>20ml e <100ml)
Vasconcelos,7898920500433,Sulfato de magnésio heptahidratado (100 mg / 50 ml),Soluções eletrolíticas (>20ml e <100ml)
Vasconcelos,7898920500440,Sulfato de magnésio heptahidratado (100 mg / 50 ml),Soluções eletrolíticas (>20ml e <100ml)
Vasconcelos,7898920500457,Sulfato de magnésio heptahidratado (100 mg / 50 ml),Soluções eletrolíticas (>20ml e <100ml)
Halex Istar Industria Farmaceutica Sa,7898361700065,Isofarma-solução de cloreto de sodio (200 mg / 10 ml),Soluções padrão (<=20ml)
